Genre,index genre
Platform,5688
Arcade,5692
Indie,5692
Indie,5693
Shooter,5693
Adventure,5694
Shooter,5694
Arcade,5695
Sport,5695
Unknow,5702
Unknow,5703
Unknow,5711
Simulator,5718
Sport,5718
Quiz/Trivia,5719
Simulator,5735
Puzzle,5741
Indie,5746
Role-playing (RPG),5746
Unknow,5750
Unknow,5753
Indie,5757
Puzzle,5757
Platform,5765
Tactical,5766
Shooter,5769
Role-playing (RPG),5772
Puzzle,5777
Quiz/Trivia,5784
Strategy,5784
Adventure,5786
Role-playing (RPG),5786
Arcade,5790
Racing,5790
Simulator,5791
Indie,5792
Shooter,5792
Adventure,5793
Indie,5793
Platform,5793
Puzzle,5793
Adventure,5802
Indie,5802
Role-playing (RPG),5802
Strategy,5802
Tactical,5802
Role-playing (RPG),5808
Simulator,5808
Music,5812
Real Time Strategy (RTS),5814
Role-playing (RPG),5814
Strategy,5814
Racing,5816
Role-playing (RPG),5817
Strategy,5817
Adventure,5819
Indie,5819
Point-and-click,5819
Puzzle,5819
Indie,5824
Puzzle,5824
Quiz/Trivia,5824
Role-playing (RPG),5824
Strategy,5827
Role-playing (RPG),5832
Real Time Strategy (RTS),5833
Simulator,5833
Strategy,5833
Arcade,5840
Platform,5840
Arcade,5843
Arcade,5848
Adventure,5854
Indie,5854
Puzzle,5854
Simulator,5854
Strategy,5854
Simulator,5857
Strategy,5857
Unknow,5864
Indie,5866
Strategy,5866
Adventure,5867
Platform,5867
Role-playing (RPG),5869
Fighting,5870
Point-and-click,5871
Shooter,5879
Indie,5884
Turn-based strategy (TBS),5884
Adventure,5885
Arcade,5890
Role-playing (RPG),5891
Turn-based strategy (TBS),5891
Adventure,5892
Arcade,5896
Fighting,5901
Role-playing (RPG),5901
Arcade,5904
Indie,5904
Platform,5904
Adventure,5905
Role-playing (RPG),5905
Arcade,5911
Puzzle,5916
Strategy,5916
Tactical,5916
Adventure,5919
Role-playing (RPG),5919
Strategy,5919
Adventure,5923
Indie,5923
Platform,5923
Shooter,5923
Adventure,5926
Indie,5926
Role-playing (RPG),5926
Strategy,5926
Strategy,5927
Arcade,5931
Puzzle,5931
Arcade,5939
Arcade,5943
Arcade,5951
Indie,5951
Platform,5951
Adventure,5952
Arcade,5952
Indie,5952
Sport,5952
Adventure,5954
Indie,5954
Role-playing (RPG),5954
Simulator,5954
Strategy,5954
Adventure,5959
Indie,5959
Point-and-click,5959
Puzzle,5959
Indie,5966
Strategy,5966
Adventure,5968
Role-playing (RPG),5968
Indie,5969
Puzzle,5969
Adventure,5977
Role-playing (RPG),5977
Fighting,5978
Adventure,5980
Arcade,5980
Indie,5980
Platform,5980
Point-and-click,5980
Simulator,5981
Adventure,5983
Indie,5983
Role-playing (RPG),5983
Strategy,5983
Simulator,5994
Arcade,5999
Platform,5999
Indie,6005
Shooter,6005
Strategy,6005
Unknow,6009
Role-playing (RPG),6013
Strategy,6013
Adventure,6016
Role-playing (RPG),6016
Arcade,6021
Shooter,6021
Adventure,6025
Indie,6025
